comune,mese,tot_rsu
ALESSANO,2016-08-01,0.7457016007496924
ALESSANO,2016-09-01,0.6949740081145374
ALESSANO,2016-10-01,0.6296651342672426
ALESSANO,2016-11-01,0.4038981286315301
ALESSANO,2016-12-01,0.29992816715153026
ALESSANO,2017-01-01,0.22181390468264692
ALESSANO,2017-02-01,0.18484775516995144
ALESSANO,2017-03-01,0.25445704794164303
ALESSANO,2017-04-01,0.3084609643571919
ALESSANO,2017-05-01,0.41482748628957056
ALESSANO,2017-06-01,0.4075696723133746
ALESSANO,2017-07-01,0.5024565422632143
ALESSANO,2017-08-01,0.6417083575528097
ALESSANO,2017-09-01,0.6714574686430447
ALESSANO,2017-10-01,0.584824947446291
ALESSANO,2017-11-01,0.3885169221116875
ALESSANO,2017-12-01,0.28806767042336845
ALESSANO,2018-01-01,0.3053168026131032
ALESSANO,2018-02-01,0.2073257370427389
ALESSANO,2018-03-01,0.2796857218136491
ALESSANO,2018-04-01,0.3063676424835256
ALESSANO,2018-05-01,0.4364054949299362
ALESSANO,2018-06-01,0.5108892175970039
ALESSANO,2018-07-01,0.6376950551701832
ALESSANO,2018-08-01,0.7930245686242976
ALESSANO,2018-09-01,0.749964216145624
ALESSANO,2018-10-01,0.7017550239046119
ALESSANO,2018-11-01,0.4965888343384314
ALESSANO,2018-12-01,0.4353414174903831
ALESSANO,2019-01-01,0.3224626639947144
ALESSANO,2019-02-01,0.202272984486298
ALESSANO,2019-03-01,0.23503567104576997
ALESSANO,2019-04-01,0.27176361136569455
ALESSANO,2019-05-01,0.4227532008811744
ALESSANO,2019-06-01,0.5325165678775636
ALESSANO,2019-07-01,0.680672618830039
ALESSANO,2019-08-01,0.7692651117191833
ALESSANO,2019-09-01,0.7617689060936393
ALESSANO,2019-10-01,0.6689272554212418
ALESSANO,2019-11-01,0.4997945581607689
ALESSANO,2019-12-01,0.4139805572150908
ALESSANO,2020-01-01,0.4721175105309779
ALESSANO,2020-02-01,0.4448148199272883
ALESSANO,2020-03-01,0.45661123484383376
ALESSANO,2020-04-01,0.42140023422993816
ALESSANO,2020-05-01,0.5105657791021866
ALESSANO,2020-06-01,0.23441701841331555
ALESSANO,2020-07-01,0.44561088585091
ALESSANO,2020-08-01,0.6514342927856489
ALESSANO,2020-09-01,0.8658831546675201
ALESSANO,2020-10-01,0.8180064169043993
ALESSANO,2020-11-01,0.7091563825794699
ALESSANO,2020-12-01,0.6740201875609083
ALESSANO,2021-01-01,0.5761002479853895
ALESSANO,2021-02-01,0.4967241038395094
ALESSANO,2021-03-01,0.4061003369895806
ALESSANO,2021-04-01,0.3436941421531848
ALESSANO,2021-05-01,0.43390689029457463
ALESSANO,2021-06-01,0.44680898336950486
ALESSANO,2021-07-01,0.6560885924182872
ALESSANO,2021-08-01,0.7569728970594565
ALESSANO,2021-09-01,0.7728041381056219
ALESSANO,2021-10-01,0.5518756991584869
ALESSANO,2021-11-01,0.2885561169381911
ALESSANO,2021-12-01,0.12908578082333383
ALLISTE,2014-03-01,0.12203773872802359
ALLISTE,2014-04-01,0.1288724555767426
ALLISTE,2014-05-01,0.2311642130215526
ALLISTE,2014-06-01,0.24939146414594338
ALLISTE,2014-07-01,0.6292264991786933
ALLISTE,2014-08-01,0.819819755972144
ALLISTE,2014-09-01,0.8750474206229889
ALLISTE,2014-10-01,0.7744091095680373
ALLISTE,2014-11-01,0.49146707049695143
ALLISTE,2014-12-01,0.273081616692227
ALLISTE,2015-01-01,0.17500384259003296
ALLISTE,2015-02-01,0.12333936238437142
ALLISTE,2015-03-01,0.10486965998635643
ALLISTE,2015-04-01,0.12007996003696739
ALLISTE,2015-05-01,0.21409489456019207
ALLISTE,2015-06-01,0.4104927604273114
ALLISTE,2015-07-01,0.7326945244501251
ALLISTE,2015-08-01,0.9075173853766295
ALLISTE,2015-09-01,0.9104797803920003
ALLISTE,2015-10-01,0.8670871941188728
ALLISTE,2015-11-01,0.5556937002788273
ALLISTE,2015-12-01,0.34108007883327224
ALLISTE,2016-01-01,0.23644376713757106
ALLISTE,2016-02-01,0.19901520619224142
ALLISTE,2016-03-01,0.22407555527956854
ALLISTE,2016-04-01,0.28081909142564604
ALLISTE,2016-05-01,0.31460237790104506
ALLISTE,2016-06-01,0.5378461062646306
ALLISTE,2016-07-01,0.7684673480660412
ALLISTE,2016-08-01,0.9085497194866895
ALLISTE,2016-09-01,0.9086225157133481
ALLISTE,2016-10-01,0.8584296157603848
ALLISTE,2016-11-01,0.5628671360481067
ALLISTE,2016-12-01,0.34677550408129215
